market,geography_type,indicator_name,indicator_value,indicator_unit,data_source,notes
Phoenix,Metro,delinquency_rate,2.8,%,County Treasurer,Commercial property delinquency rate (90+ days)
Phoenix,Metro,effective_property_tax_rate,1.05,%,Altus Group/Lincoln Institute,Effective commercial property tax rate
Phoenix,Metro,historic_property_exemption,30,%,Historic Preservation Office,Typical percentage reduction for historic properties
Phoenix,Metro,hotel_assessed_value_per_key,125000,$/key,CoStar/Assessor Data,Average hotel assessed value per room
Phoenix,Metro,income_approach_usage,42,%,IAAO/Assessor Reports,Percentage of commercial assessments using income approach
Phoenix,Metro,industrial_assessed_value_psf,125,$/SF,CoStar/Assessor Data,Average industrial assessed value per square foot
Phoenix,Metro,industrial_assessment_yoy_growth,32.5,%,Assessor Data,Year-over-year industrial assessment growth
Phoenix,Metro,industrial_tax_per_sf,1.31,$/SF,Calculated from assessed values,Annual property tax per industrial square foot
Phoenix,Metro,late_payment_penalty_rate,16.0,%_annual,County Code,Annual penalty rate for late payment
Phoenix,Metro,millage_rate,10.5,mills,County Assessor,"Millage rate per $1,000 assessed value"
Phoenix,Metro,multifamily_assessed_value_per_unit,185000,$/unit,CoStar/Assessor Data,Average multifamily assessed value per unit
Phoenix,Metro,multifamily_assessed_value_psf,195,$/SF,CoStar/Assessor Data,Average multifamily assessed value per square foot
Phoenix,Metro,multifamily_assessment_yoy_growth,28.5,%,Assessor Data,Year-over-year multifamily assessment growth
Phoenix,Metro,multifamily_tax_per_unit,1943,$/unit,Calculated from assessed values,Annual property tax per multifamily unit
Phoenix,Metro,office_assessed_value_psf,215,$/SF,CoStar/Assessor Data,Average office assessed value per square foot
Phoenix,Metro,office_assessment_yoy_growth,12.5,%,Assessor Data,Year-over-year office assessment growth
Phoenix,Metro,office_tax_per_sf,2.26,$/SF,Calculated from assessed values,Annual property tax per office square foot
Phoenix,Metro,ontime_payment_rate,97,%,County Treasurer,Commercial property on-time payment rate
Phoenix,Metro,properties_assessment_spike_15pct,42.5,%,Analysis Estimate,Est. % of properties with YoY assessment increase >15%
Phoenix,Metro,properties_overassessed_110pct,11.2,%,Analysis Estimate,Est. % of properties assessed >110% of recent sale price
Phoenix,Metro,properties_receiving_abatements,10.8,%,Assessor/Economic Development,Percentage of commercial properties receiving abatements
Phoenix,Metro,property_tax_as_pct_noi,11.8,%,Industry Analysis,Property tax as percentage of net operating income
Phoenix,Metro,retail_assessed_value_psf,185,$/SF,CoStar/Assessor Data,Average retail assessed value per square foot
Phoenix,Metro,retail_assessment_yoy_growth,22.5,%,Assessor Data,Year-over-year retail assessment growth
Phoenix,Metro,retail_tax_per_sf,1.94,$/SF,Calculated from assessed values,Annual property tax per retail square foot
Phoenix,Metro,sales_comparison_usage,58,%,IAAO/Assessor Reports,Percentage using sales comparison approach
Phoenix,Metro,tax_burden_rank,15,rank,Comparative Analysis,Tax burden ranking (1=highest burden)
Phoenix,Metro,tax_lien_interest_rate,16.0,%_annual,County Treasurer,Interest rate on tax liens
Phoenix,Metro,tax_lien_properties_sold,165,number,County Treasurer,Annual count of commercial properties at tax lien sale
Phoenix,Metro,tax_lien_sale_frequency,Annual,text,County Treasurer,Frequency of tax lien sales
Phoenix,Metro,tax_rate_5yr_change,65.2,%,Lincoln Institute/Local Data,5-year change in effective tax rate
Phoenix,Metro,tif_district_count,12,number,Economic Development Office,Number of active Tax Increment Financing districts
Phoenix,Metro,total_abatement_value,95,$MM,Economic Development,Total annual value of tax abatements granted
Phoenix,Metro,typical_abatement_value,55,%,Economic Development,Typical percentage reduction for major abatement programs
Phoenix,Metro,typical_bid_assessment,0.28,$/SF,BID Reports,Typical Business Improvement District assessment per SF
San Francisco,Metro,abatement_duration,12,years,Economic Development,Typical duration of tax abatement in years
San Francisco,Metro,abatement_programs_count,5,number,Economic Development,Number of active tax abatement/exemption programs
San Francisco,Metro,affordable_housing_exemption,100,%,Housing Authority,Typical exemption percentage for qualifying affordable housing
San Francisco,Metro,appeal_filing_rate,22,%,Assessor/Appeal Board Data,Percentage of commercial assessments appealed
San Francisco,Metro,appeal_resolution_time,10,months,Appeal Board Data,Median time from filing to resolution
San Francisco,Metro,appeal_success_rate,35,%,Appeal Board Data,Percentage of appeals resulting in assessment reduction
San Francisco,Metro,assessment_frequency,Annual,text,County Assessor,Reassessment cycle frequency
San Francisco,Metro,assessment_lag,6,months,Assessor Data,Lag between sale and reflected assessment
San Francisco,Metro,assessment_to_market_ratio,Prop 13,text,County Assessor,California Prop 13: Assessment at acquisition price + max 2% annual
San Francisco,Metro,assessment_to_sales_ratio,Prop13,text,Assessor Data,"CA Prop 13: Assessed at acquisition, not market value"
San Francisco,Metro,average_appeal_cost,4200,$,Tax Consultant Surveys,Average cost to file and pursue property tax appeal
San Francisco,Metro,avg_appeal_reduction,10.5,%,Appeal Board Data,Average assessment reduction on successful appeal
San Francisco,Metro,avg_days_delinquent,148,days,County Treasurer,Average days delinquent for late payments
San Francisco,Metro,bid_district_count,17,number,Economic Development,Number of Business Improvement Districts
San Francisco,Metro,coefficient_of_dispersion,16.8,ratio,IAAO Standards,"Coefficient of dispersion (lower = more uniform, target <15)"
San Francisco,Metro,delinquency_rate,6.8,%,County Treasurer,Commercial property delinquency rate (90+ days)
San Francisco,Metro,effective_property_tax_rate,1.25,%,Altus Group/Lincoln Institute,Effective commercial property tax rate
San Francisco,Metro,historic_property_exemption,45,%,Historic Preservation Office,Typical percentage reduction for historic properties
San Francisco,Metro,hotel_assessed_value_per_key,325000,$/key,CoStar/Assessor Data,Average hotel assessed value per room
San Francisco,Metro,income_approach_usage,60,%,IAAO/Assessor Reports,Percentage of commercial assessments using income approach
San Francisco,Metro,industrial_assessed_value_psf,385,$/SF,CoStar/Assessor Data,Average industrial assessed value per square foot
San Francisco,Metro,industrial_assessment_yoy_growth,4.2,%,Assessor Data,Year-over-year industrial assessment growth
San Francisco,Metro,industrial_tax_per_sf,4.81,$/SF,Calculated from assessed values,Annual property tax per industrial square foot
San Francisco,Metro,late_payment_penalty_rate,10.0,%_annual,County Code,Annual penalty rate for late payment
San Francisco,Metro,millage_rate,12.5,mills,County Assessor,"Millage rate per $1,000 assessed value"
San Francisco,Metro,multifamily_assessed_value_per_unit,525000,$/unit,CoStar/Assessor Data,Average multifamily assessed value per unit
San Francisco,Metro,multifamily_assessed_value_psf,520,$/SF,CoStar/Assessor Data,Average multifamily assessed value per square foot
San Francisco,Metro,multifamily_assessment_yoy_growth,-2.5,%,Assessor Data,Year-over-year multifamily assessment growth
San Francisco,Metro,multifamily_tax_per_unit,6563,$/unit,Calculated from assessed values,Annual property tax per multifamily unit
San Francisco,Metro,office_assessed_value_psf,685,$/SF,CoStar/Assessor Data,Average office assessed value per square foot
San Francisco,Metro,office_assessment_yoy_growth,-18.5,%,Assessor Data,Year-over-year office assessment growth
San Francisco,Metro,office_tax_per_sf,8.56,$/SF,Calculated from assessed values,Annual property tax per office square foot
San Francisco,Metro,ontime_payment_rate,92,%,County Treasurer,Commercial property on-time payment rate
San Francisco,Metro,properties_assessment_spike_15pct,6.8,%,Analysis Estimate,Est. % of properties with YoY assessment increase >15%
San Francisco,Metro,properties_overassessed_110pct,12.2,%,Analysis Estimate,Est. % of properties assessed >110% of recent sale price
San Francisco,Metro,properties_receiving_abatements,8.5,%,Assessor/Economic Development,Percentage of commercial properties receiving abatements
San Francisco,Metro,property_tax_as_pct_noi,15.8,%,Industry Analysis,Property tax as percentage of net operating income
San Francisco,Metro,retail_assessed_value_psf,545,$/SF,CoStar/Assessor Data,Average retail assessed value per square foot
San Francisco,Metro,retail_assessment_yoy_growth,2.8,%,Assessor Data,Year-over-year retail assessment growth
San Francisco,Metro,retail_tax_per_sf,6.81,$/SF,Calculated from assessed values,Annual property tax per retail square foot
San Francisco,Metro,sales_comparison_usage,40,%,IAAO/Assessor Reports,Percentage using sales comparison approach
San Francisco,Metro,tax_burden_rank,12,rank,Comparative Analysis,Tax burden ranking (1=highest burden)
San Francisco,Metro,tax_lien_interest_rate,N/A,text,County Treasurer,No tax lien sales in this jurisdiction
San Francisco,Metro,tax_lien_properties_sold,0,number,County Treasurer,Annual count of commercial properties at tax lien sale
San Francisco,Metro,tax_lien_sale_frequency,None,text,County Treasurer,Frequency of tax lien sales
San Francisco,Metro,tax_rate_5yr_change,12.5,%,Lincoln Institute/Local Data,5-year change in effective tax rate
San Francisco,Metro,tif_district_count,6,number,Economic Development Office,Number of active Tax Increment Financing districts
San Francisco,Metro,total_abatement_value,95,$MM,Economic Development,Total annual value of tax abatements granted
San Francisco,Metro,typical_abatement_value,50,%,Economic Development,Typical percentage reduction for major abatement programs
San Francisco,Metro,typical_bid_assessment,0.65,$/SF,BID Reports,Typical Business Improvement District assessment per SF
Seattle,Metro,abatement_duration,8,years,Economic Development,Typical duration of tax abatement in years
Seattle,Metro,abatement_programs_count,4,number,Economic Development,Number of active tax abatement/exemption programs
Seattle,Metro,affordable_housing_exemption,100,%,Housing Authority,Typical exemption percentage for qualifying affordable housing
Seattle,Metro,appeal_filing_rate,20,%,Assessor/Appeal Board Data,Percentage of commercial assessments appealed
Seattle,Metro,appeal_resolution_time,9,months,Appeal Board Data,Median time from filing to resolution
Seattle,Metro,appeal_success_rate,44,%,Appeal Board Data,Percentage of appeals resulting in assessment reduction
Seattle,Metro,assessment_frequency,Annual,text,County Assessor,Reassessment cycle frequency
Seattle,Metro,assessment_lag,7,months,Assessor Data,Lag between sale and reflected assessment
Seattle,Metro,assessment_to_market_ratio,100,%,County Assessor,Target assessment as % of market value
Seattle,Metro,assessment_to_sales_ratio,99,%,Assessor Data,Average assessment as % of actual sale price
Seattle,Metro,average_appeal_cost,3200,$,Tax Consultant Surveys,Average cost to file and pursue property tax appeal
Seattle,Metro,avg_appeal_reduction,12.2,%,Appeal Board Data,Average assessment reduction on successful appeal
Seattle,Metro,avg_days_delinquent,125,days,County Treasurer,Average days delinquent for late payments
Seattle,Metro,bid_district_count,12,number,Economic Development,Number of Business Improvement Districts
Seattle,Metro,coefficient_of_dispersion,13.2,ratio,IAAO Standards,"Coefficient of dispersion (lower = more uniform, target <15)"
Seattle,Metro,delinquency_rate,3.2,%,County Treasurer,Commercial property delinquency rate (90+ days)
Seattle,Metro,effective_property_tax_rate,1.45,%,Altus Group/Lincoln Institute,Effective commercial property tax rate
Seattle,Metro,historic_property_exemption,40,%,Historic Preservation Office,Typical percentage reduction for historic properties
Seattle,Metro,hotel_assessed_value_per_key,215000,$/key,CoStar/Assessor Data,Average hotel assessed value per room
Seattle,Metro,income_approach_usage,55,%,IAAO/Assessor Reports,Percentage of commercial assessments using income approach
Seattle,Metro,industrial_assessed_value_psf,245,$/SF,CoStar/Assessor Data,Average industrial assessed value per square foot
Seattle,Metro,industrial_assessment_yoy_growth,10.5,%,Assessor Data,Year-over-year industrial assessment growth
Seattle,Metro,industrial_tax_per_sf,3.55,$/SF,Calculated from assessed values,Annual property tax per industrial square foot
Seattle,Metro,late_payment_penalty_rate,12.0,%_annual,County Code,Annual penalty rate for late payment
Seattle,Metro,millage_rate,14.5,mills,County Assessor,"Millage rate per $1,000 assessed value"
Seattle,Metro,multifamily_assessed_value_per_unit,385000,$/unit,CoStar/Assessor Data,Average multifamily assessed value per unit
Seattle,Metro,multifamily_assessed_value_psf,385,$/SF,CoStar/Assessor Data,Average multifamily assessed value per square foot
Seattle,Metro,multifamily_assessment_yoy_growth,8.5,%,Assessor Data,Year-over-year multifamily assessment growth
Seattle,Metro,multifamily_tax_per_unit,5583,$/unit,Calculated from assessed values,Annual property tax per multifamily unit
Seattle,Metro,office_assessed_value_psf,425,$/SF,CoStar/Assessor Data,Average office assessed value per square foot
Seattle,Metro,office_assessment_yoy_growth,-5.2,%,Assessor Data,Year-over-year office assessment growth
Seattle,Metro,office_tax_per_sf,6.16,$/SF,Calculated from assessed values,Annual property tax per office square foot
Seattle,Metro,ontime_payment_rate,96,%,County Treasurer,Commercial property on-time payment rate
Seattle,Metro,properties_assessment_spike_15pct,15.8,%,Analysis Estimate,Est. % of properties with YoY assessment increase >15%
Seattle,Metro,properties_overassessed_110pct,10.5,%,Analysis Estimate,Est. % of properties assessed >110% of recent sale price
Seattle,Metro,properties_receiving_abatements,7.2,%,Assessor/Economic Development,Percentage of commercial properties receiving abatements
Seattle,Metro,property_tax_as_pct_noi,16.2,%,Industry Analysis,Property tax as percentage of net operating income
Seattle,Metro,retail_assessed_value_psf,365,$/SF,CoStar/Assessor Data,Average retail assessed value per square foot
Seattle,Metro,retail_assessment_yoy_growth,7.2,%,Assessor Data,Year-over-year retail assessment growth
Seattle,Metro,retail_tax_per_sf,5.29,$/SF,Calculated from assessed values,Annual property tax per retail square foot
Seattle,Metro,sales_comparison_usage,45,%,IAAO/Assessor Reports,Percentage using sales comparison approach
Seattle,Metro,tax_burden_rank,9,rank,Comparative Analysis,Tax burden ranking (1=highest burden)
Seattle,Metro,tax_lien_interest_rate,12.0,%_annual,County Treasurer,Interest rate on tax liens
Seattle,Metro,tax_lien_properties_sold,45,number,County Treasurer,Annual count of commercial properties at tax lien sale
Seattle,Metro,tax_lien_sale_frequency,Annual,text,County Treasurer,Frequency of tax lien sales
Seattle,Metro,tax_rate_5yr_change,28.5,%,Lincoln Institute/Local Data,5-year change in effective tax rate
Seattle,Metro,tif_district_count,8,number,Economic Development Office,Number of active Tax Increment Financing districts
Seattle,Metro,total_abatement_value,65,$MM,Economic Development,Total annual value of tax abatements granted
Seattle,Metro,typical_abatement_value,45,%,Economic Development,Typical percentage reduction for major abatement programs
Seattle,Metro,typical_bid_assessment,0.48,$/SF,BID Reports,Typical Business Improvement District assessment per SF
Washington DC,Metro,abatement_duration,10,years,Economic Development,Typical duration of tax abatement in years
Washington DC,Metro,abatement_programs_count,5,number,Economic Development,Number of active tax abatement/exemption programs
Washington DC,Metro,affordable_housing_exemption,100,%,Housing Authority,Typical exemption percentage for qualifying affordable housing
Washington DC,Metro,appeal_filing_rate,25,%,Assessor/Appeal Board Data,Percentage of commercial assessments appealed
Washington DC,Metro,appeal_resolution_time,11,months,Appeal Board Data,Median time from filing to resolution
Washington DC,Metro,appeal_success_rate,42,%,Appeal Board Data,Percentage of appeals resulting in assessment reduction
Washington DC,Metro,assessment_frequency,Annual,text,County Assessor,Reassessment cycle frequency
Washington DC,Metro,assessment_lag,9,months,Assessor Data,Lag between sale and reflected assessment
Washington DC,Metro,assessment_to_market_ratio,100,%,County Assessor,Target assessment as % of market value
Washington DC,Metro,assessment_to_sales_ratio,101,%,Assessor Data,Average assessment as % of actual sale price
Washington DC,Metro,average_appeal_cost,3800,$,Tax Consultant Surveys,Average cost to file and pursue property tax appeal
Washington DC,Metro,avg_appeal_reduction,13.5,%,Appeal Board Data,Average assessment reduction on successful appeal
Washington DC,Metro,avg_days_delinquent,145,days,County Treasurer,Average days delinquent for late payments
Washington DC,Metro,bid_district_count,8,number,Economic Development,Number of Business Improvement Districts
Washington DC,Metro,coefficient_of_dispersion,14.5,ratio,IAAO Standards,"Coefficient of dispersion (lower = more uniform, target <15)"
Washington DC,Metro,delinquency_rate,5.8,%,County Treasurer,Commercial property delinquency rate (90+ days)
Washington DC,Metro,effective_property_tax_rate,2.05,%,Altus Group/Lincoln Institute,Effective commercial property tax rate
Washington DC,Metro,historic_property_exemption,50,%,Historic Preservation Office,Typical percentage reduction for historic properties
Washington DC,Metro,hotel_assessed_value_per_key,195000,$/key,CoStar/Assessor Data,Average hotel assessed value per room
Washington DC,Metro,income_approach_usage,68,%,IAAO/Assessor Reports,Percentage of commercial assessments using income approach
Washington DC,Metro,industrial_assessed_value_psf,225,$/SF,CoStar/Assessor Data,Average industrial assessed value per square foot
Washington DC,Metro,industrial_assessment_yoy_growth,8.5,%,Assessor Data,Year-over-year industrial assessment growth
Washington DC,Metro,industrial_tax_per_sf,4.61,$/SF,Calculated from assessed values,Annual property tax per industrial square foot
Washington DC,Metro,late_payment_penalty_rate,10.0,%_annual,County Code,Annual penalty rate for late payment
Washington DC,Metro,millage_rate,20.5,mills,County Assessor,"Millage rate per $1,000 assessed value"
Washington DC,Metro,multifamily_assessed_value_per_unit,345000,$/unit,CoStar/Assessor Data,Average multifamily assessed value per unit
Washington DC,Metro,multifamily_assessed_value_psf,365,$/SF,CoStar/Assessor Data,Average multifamily assessed value per square foot
Washington DC,Metro,multifamily_assessment_yoy_growth,6.5,%,Assessor Data,Year-over-year multifamily assessment growth
Washington DC,Metro,multifamily_tax_per_unit,7073,$/unit,Calculated from assessed values,Annual property tax per multifamily unit
Washington DC,Metro,office_assessed_value_psf,445,$/SF,CoStar/Assessor Data,Average office assessed value per square foot
Washington DC,Metro,office_assessment_yoy_growth,-4.5,%,Assessor Data,Year-over-year office assessment growth
Washington DC,Metro,office_tax_per_sf,9.12,$/SF,Calculated from assessed values,Annual property tax per office square foot
Washington DC,Metro,ontime_payment_rate,93,%,County Treasurer,Commercial property on-time payment rate
Washington DC,Metro,properties_assessment_spike_15pct,11.5,%,Analysis Estimate,Est. % of properties with YoY assessment increase >15%
Washington DC,Metro,properties_overassessed_110pct,12.8,%,Analysis Estimate,Est. % of properties assessed >110% of recent sale price
Washington DC,Metro,properties_receiving_abatements,9.5,%,Assessor/Economic Development,Percentage of commercial properties receiving abatements
Washington DC,Metro,property_tax_as_pct_noi,18.5,%,Industry Analysis,Property tax as percentage of net operating income
Washington DC,Metro,retail_assessed_value_psf,385,$/SF,CoStar/Assessor Data,Average retail assessed value per square foot
Washington DC,Metro,retail_assessment_yoy_growth,5.5,%,Assessor Data,Year-over-year retail assessment growth
Washington DC,Metro,retail_tax_per_sf,7.89,$/SF,Calculated from assessed values,Annual property tax per retail square foot
Washington DC,Metro,sales_comparison_usage,32,%,IAAO/Assessor Reports,Percentage using sales comparison approach
Washington DC,Metro,tax_burden_rank,6,rank,Comparative Analysis,Tax burden ranking (1=highest burden)
Washington DC,Metro,tax_lien_interest_rate,12.0,%_annual,County Treasurer,Interest rate on tax liens
Washington DC,Metro,tax_lien_properties_sold,35,number,County Treasurer,Annual count of commercial properties at tax lien sale
Washington DC,Metro,tax_lien_sale_frequency,Biennial,text,County Treasurer,Frequency of tax lien sales
Washington DC,Metro,tax_rate_5yr_change,15.3,%,Lincoln Institute/Local Data,5-year change in effective tax rate
Washington DC,Metro,tif_district_count,4,number,Economic Development Office,Number of active Tax Increment Financing districts
Washington DC,Metro,total_abatement_value,75,$MM,Economic Development,Total annual value of tax abatements granted
Washington DC,Metro,typical_abatement_value,50,%,Economic Development,Typical percentage reduction for major abatement programs
Washington DC,Metro,typical_bid_assessment,0.58,$/SF,BID Reports,Typical Business Improvement District assessment per SF
