market_name,submarket_name,property_type,property_class,metric_name,metric_value,metric_unit,period,data_source,confidence_level,notes
Phoenix,Old Town Scottsdale,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Phoenix Old Town Scottsdale office B
Phoenix,Old Town Scottsdale,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Phoenix Old Town Scottsdale office C
Phoenix,Old Town Scottsdale,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Phoenix Old Town Scottsdale retail A
Phoenix,Old Town Scottsdale,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Phoenix Old Town Scottsdale retail B
Phoenix,Old Town Scottsdale,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Phoenix Old Town Scottsdale retail C
Nashville,Downtown,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Nashville Downtown multifamily A
Nashville,Downtown,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Nashville Downtown multifamily B
Nashville,Downtown,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Nashville Downtown multifamily C
Nashville,Downtown,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Nashville Downtown office A
Nashville,Downtown,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Nashville Downtown office B
Nashville,Downtown,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Nashville Downtown office C
Nashville,Downtown,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Nashville Downtown retail A
Nashville,Downtown,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Nashville Downtown retail B
Nashville,Downtown,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Nashville Downtown retail C
Nashville,The Gulch,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Nashville The Gulch multifamily A
Nashville,The Gulch,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Nashville The Gulch multifamily B
Nashville,The Gulch,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Nashville The Gulch multifamily C
Nashville,The Gulch,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Nashville The Gulch office A
Nashville,The Gulch,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Nashville The Gulch office B
Nashville,The Gulch,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Nashville The Gulch office C
Nashville,The Gulch,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Nashville The Gulch retail A
Nashville,The Gulch,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Nashville The Gulch retail B
Nashville,The Gulch,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Nashville The Gulch retail C
Nashville,East Nashville,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Nashville East Nashville multifamily A
Nashville,East Nashville,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Nashville East Nashville multifamily B
Nashville,East Nashville,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Nashville East Nashville multifamily C
Nashville,East Nashville,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Nashville East Nashville office A
Nashville,East Nashville,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Nashville East Nashville office B
Nashville,East Nashville,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Nashville East Nashville office C
Nashville,East Nashville,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Nashville East Nashville retail A
Nashville,East Nashville,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Nashville East Nashville retail B
Nashville,East Nashville,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Nashville East Nashville retail C
Nashville,Germantown,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Nashville Germantown multifamily A
Nashville,Germantown,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Nashville Germantown multifamily B
Nashville,Germantown,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Nashville Germantown multifamily C
Nashville,Germantown,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Nashville Germantown office A
Nashville,Germantown,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Nashville Germantown office B
Nashville,Germantown,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Nashville Germantown office C
Nashville,Germantown,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Nashville Germantown retail A
Nashville,Germantown,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Nashville Germantown retail B
Nashville,Germantown,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Nashville Germantown retail C
Charlotte,Uptown,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Charlotte Uptown multifamily A
Charlotte,Uptown,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Charlotte Uptown multifamily B
Charlotte,Uptown,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Charlotte Uptown multifamily C
Charlotte,Uptown,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Charlotte Uptown office A
Charlotte,Uptown,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Charlotte Uptown office B
Charlotte,Uptown,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Charlotte Uptown office C
Charlotte,Uptown,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Charlotte Uptown retail A
Charlotte,Uptown,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Charlotte Uptown retail B
Charlotte,Uptown,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Charlotte Uptown retail C
Charlotte,South End,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Charlotte South End multifamily A
Charlotte,South End,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Charlotte South End multifamily B
Charlotte,South End,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Charlotte South End multifamily C
Charlotte,South End,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Charlotte South End office A
Charlotte,South End,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Charlotte South End office B
Charlotte,South End,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Charlotte South End office C
Charlotte,South End,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Charlotte South End retail A
Charlotte,South End,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Charlotte South End retail B
Charlotte,South End,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Charlotte South End retail C
Charlotte,Plaza Midwood,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Charlotte Plaza Midwood multifamily A
Charlotte,Plaza Midwood,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Charlotte Plaza Midwood multifamily B
Charlotte,Plaza Midwood,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Charlotte Plaza Midwood multifamily C
Charlotte,Plaza Midwood,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Charlotte Plaza Midwood office A
Charlotte,Plaza Midwood,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Charlotte Plaza Midwood office B
Charlotte,Plaza Midwood,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Charlotte Plaza Midwood office C
Charlotte,Plaza Midwood,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Charlotte Plaza Midwood retail A
Charlotte,Plaza Midwood,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Charlotte Plaza Midwood retail B
Charlotte,Plaza Midwood,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Charlotte Plaza Midwood retail C
Charlotte,Dilworth,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Charlotte Dilworth multifamily A
Charlotte,Dilworth,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Charlotte Dilworth multifamily B
Charlotte,Dilworth,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Charlotte Dilworth multifamily C
Charlotte,Dilworth,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Charlotte Dilworth office A
Charlotte,Dilworth,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Charlotte Dilworth office B
Charlotte,Dilworth,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Charlotte Dilworth office C
Charlotte,Dilworth,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Charlotte Dilworth retail A
Charlotte,Dilworth,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Charlotte Dilworth retail B
Charlotte,Dilworth,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Charlotte Dilworth retail C
NYC,Manhattan,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
NYC,Manhattan,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
NYC,Manhattan,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
NYC,Brooklyn,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
NYC,Brooklyn,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
NYC,Brooklyn,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
NYC,Queens,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
NYC,Queens,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
NYC,Queens,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
NYC,Bronx,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
NYC,Bronx,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
NYC,Bronx,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
NYC,Staten Island,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
NYC,Staten Island,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
NYC,Staten Island,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
NYC,Upper East Side,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
NYC,Upper East Side,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
NYC,Upper East Side,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
NYC,Upper West Side,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
NYC,Upper West Side,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
NYC,Upper West Side,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
NYC,Midtown West,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
NYC,Midtown West,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
NYC,Midtown West,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Los Angeles,Downtown,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Los Angeles,Downtown,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Los Angeles,Downtown,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Los Angeles,Westside,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Los Angeles,Westside,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Los Angeles,Westside,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Los Angeles,Santa Monica,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Los Angeles,Santa Monica,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Los Angeles,Santa Monica,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Los Angeles,Beverly Hills,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Los Angeles,Beverly Hills,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Los Angeles,Beverly Hills,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Los Angeles,Century City,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Los Angeles,Century City,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Los Angeles,Century City,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Los Angeles,Hollywood,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Los Angeles,Hollywood,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Los Angeles,Hollywood,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Los Angeles,Koreatown,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Los Angeles,Koreatown,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Los Angeles,Koreatown,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Los Angeles,San Fernando Valley,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Los Angeles,San Fernando Valley,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Los Angeles,San Fernando Valley,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
San Francisco,SF City,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
San Francisco,SF City,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
San Francisco,SF City,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
San Francisco,SOMA,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
San Francisco,SOMA,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
San Francisco,SOMA,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
San Francisco,Financial District,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
San Francisco,Financial District,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
San Francisco,Financial District,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
San Francisco,Mission Bay,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
San Francisco,Mission Bay,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
San Francisco,Mission Bay,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
San Francisco,Potrero Hill,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
San Francisco,Potrero Hill,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
San Francisco,Potrero Hill,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
San Francisco,Oakland,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
San Francisco,Oakland,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
San Francisco,Oakland,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
San Francisco,San Jose,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
San Francisco,San Jose,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
San Francisco,San Jose,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
San Francisco,Palo Alto,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
San Francisco,Palo Alto,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
San Francisco,Palo Alto,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Miami,Downtown,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Miami,Downtown,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Miami,Downtown,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Miami,Brickell,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Miami,Brickell,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Miami,Brickell,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Miami,Coral Gables,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Miami,Coral Gables,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Miami,Coral Gables,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Miami,Miami Beach,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Miami,Miami Beach,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Miami,Miami Beach,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Miami,Wynwood,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Miami,Wynwood,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Miami,Wynwood,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Miami,Edgewater,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Miami,Edgewater,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Miami,Edgewater,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Miami,Doral,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Miami,Doral,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Miami,Doral,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Miami,Aventura,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Miami,Aventura,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Miami,Aventura,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Chicago,Downtown,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Chicago,Downtown,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Chicago,Downtown,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Chicago,The Loop,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Chicago,The Loop,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Chicago,The Loop,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Chicago,River North,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Chicago,River North,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Chicago,River North,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Chicago,West Loop,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Chicago,West Loop,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Chicago,West Loop,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Chicago,South Loop,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Chicago,South Loop,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Chicago,South Loop,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Chicago,Streeterville,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Chicago,Streeterville,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Chicago,Streeterville,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Chicago,Gold Coast,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Chicago,Gold Coast,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Chicago,Gold Coast,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Chicago,Lincoln Park,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Chicago,Lincoln Park,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Chicago,Lincoln Park,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Boston,Back Bay,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Boston,Back Bay,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Boston,Back Bay,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Boston,Seaport,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Boston,Seaport,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Boston,Seaport,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Boston,Cambridge,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Boston,Cambridge,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Boston,Cambridge,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Boston,Allston,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Boston,Allston,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Boston,Allston,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Boston,Fenway,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Boston,Fenway,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Boston,Fenway,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Boston,South Boston,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Boston,South Boston,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Boston,South Boston,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Washington DC,Downtown,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Washington DC,Downtown,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Washington DC,Downtown,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Washington DC,Capitol Hill,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Washington DC,Capitol Hill,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Washington DC,Capitol Hill,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Washington DC,Georgetown,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Washington DC,Georgetown,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Washington DC,Georgetown,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Washington DC,Dupont Circle,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Washington DC,Dupont Circle,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Washington DC,Dupont Circle,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Washington DC,Navy Yard,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Washington DC,Navy Yard,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Washington DC,Navy Yard,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Washington DC,Arlington,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Washington DC,Arlington,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Washington DC,Arlington,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Seattle,Downtown,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Seattle,Downtown,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Seattle,Downtown,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Seattle,Capitol Hill,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Seattle,Capitol Hill,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Seattle,Capitol Hill,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Seattle,Ballard,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Seattle,Ballard,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Seattle,Ballard,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Seattle,Fremont,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Seattle,Fremont,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Seattle,Fremont,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Seattle,Queen Anne,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Seattle,Queen Anne,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Seattle,Queen Anne,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Seattle,Bellevue,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Seattle,Bellevue,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Seattle,Bellevue,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Austin,Downtown,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Austin,Downtown,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Austin,Downtown,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Austin,East Austin,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Austin,East Austin,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Austin,East Austin,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Austin,Domain,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Austin,Domain,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Austin,Domain,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Austin,South Congress,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Austin,South Congress,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Austin,South Congress,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Austin,West Campus,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Austin,West Campus,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Austin,West Campus,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Denver,Downtown,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Denver,Downtown,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Denver,Downtown,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Denver,LoDo,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Denver,LoDo,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Denver,LoDo,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Denver,RiNo,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Denver,RiNo,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Denver,RiNo,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Denver,Capitol Hill,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Denver,Capitol Hill,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
Denver,Capitol Hill,retail,all,vacancy_rate,5.5,%,2024-11-01,Market Data,medium,
Denver,Cherry Creek,multifamily,all,vacancy_rate,6.5,%,2024-11-01,Market Data,medium,
Denver,Cherry Creek,office,all,vacancy_rate,18.0,%,2024-11-01,Market Data,medium,
